期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
2026905,3,11,13,15,24,25,9,1,0,0,1,0,1
2026906,4,11,12,20,24,29,11,0,0,0,0,1,1
2026907,5,7,8,15,20,24,15,1,1,1,0,1,1
2026908,3,6,11,18,28,32,6,0,1,1,1,1,1
2026909,2,8,12,21,25,33,10,1,0,1,0,0,0
2026910,4,5,14,23,27,28,14,0,0,1,1,0,0
2026911,6,11,21,26,27,29,15,1,1,0,0,1,0
2026912,7,11,12,16,19,20,9,0,1,0,1,1,0
2026913,1,2,15,17,24,33,14,1,0,0,0,0,1
2026914,1,12,14,16,20,24,14,0,0,0,1,0,1
2026915,1,2,11,18,22,33,4,1,1,1,1,0,1
2026916,3,6,11,25,31,32,12,0,1,1,0,1,1
2026917,2,9,16,20,29,33,2,1,0,1,1,1,1
2026918,6,7,12,15,29,32,8,0,0,1,0,0,0
2026919,1,6,8,12,14,32,3,1,1,0,1,0,0
2026920,3,10,12,21,26,29,11,0,1,0,0,1,0
2026921,4,20,23,24,29,32,8,1,0,0,1,1,0
2026922,11,19,22,23,26,33,2,0,0,0,0,0,1
2026923,15,17,18,19,26,27,10,1,1,1,0,0,1
2026924,7,8,13,14,25,31,6,0,1,1,1,0,1
2026925,6,13,16,19,30,33,14,1,0,1,0,1,1
2026926,1,9,12,18,26,32,8,0,0,1,1,1,1
2026927,8,9,25,26,27,32,9,1,1,0,0,0,0
2026928,2,6,11,15,19,29,11,0,1,0,1,0,0
2026929,20,21,26,28,29,30,5,1,0,0,0,1,0
2026930,4,5,8,13,16,32,7,0,0,0,1,1,0
2026931,5,10,12,15,19,31,9,1,1,1,1,1,0
2026932,1,5,6,11,13,30,9,0,1,1,0,0,1
2026933,6,11,14,15,20,29,4,1,0,1,1,0,1
2026934,3,9,12,13,15,23,8,0,0,1,0,1,1
2026935,7,8,12,13,24,31,5,1,1,0,1,1,1
2026936,5,11,16,18,22,28,13,0,1,0,0,0,0
2026937,4,5,17,25,29,30,1,1,0,0,1,0,0
2026938,8,15,25,26,28,32,1,0,0,0,0,1,0
2026939,1,11,18,22,24,29,9,1,1,1,0,1,0
2026940,2,6,7,9,21,32,4,0,1,1,1,1,0
2026941,5,8,11,23,28,32,12,1,0,1,0,0,1
2026942,1,4,7,9,21,24,5,0,0,1,1,0,1
2026943,7,8,10,22,27,33,2,1,1,0,0,1,1
2026944,15,19,21,29,30,32,5,0,1,0,1,1,1
2026945,5,12,17,20,23,30,9,1,0,0,0,0,0
2026946,3,8,9,10,17,18,9,0,0,0,1,0,0
2026947,1,6,8,19,21,24,10,1,1,1,1,0,0
2026948,2,14,16,21,31,32,13,0,1,1,0,1,0
2026949,6,8,13,14,25,29,14,1,0,1,1,1,0
2026950,2,7,12,20,23,28,6,0,0,1,0,0,1
2026951,10,18,22,23,30,33,14,1,1,0,1,0,1
2026952,4,11,17,18,21,29,12,0,1,0,0,1,1
2026953,11,13,14,23,25,32,16,1,0,0,1,1,1
2026954,1,6,9,24,26,32,9,0,0,0,0,0,0
2026955,5,19,22,25,26,31,6,1,1,1,0,0,0
2026956,7,20,24,25,28,30,11,0,1,1,1,0,0
2026957,6,13,19,24,26,32,6,1,0,1,0,1,0
2026958,1,12,25,28,32,33,4,0,0,1,1,1,0
2026959,12,21,22,23,24,26,13,1,1,0,0,0,1
2026960,6,11,14,15,18,20,7,0,1,0,1,0,1
2026961,1,3,12,17,21,28,6,1,0,0,0,1,1
2026962,3,9,10,11,16,30,6,0,0,0,1,1,1
2026963,1,14,20,21,23,33,13,1,1,1,1,1,1
2026964,2,5,11,13,14,29,1,0,1,1,0,0,0
2026965,2,17,19,22,27,31,12,1,0,1,1,0,0
2026966,3,6,13,16,27,28,10,0,0,1,0,1,0
2026967,2,3,8,20,23,33,2,1,1,0,1,1,0
2026968,6,7,8,12,15,25,6,0,1,0,0,0,1
2026969,3,9,10,11,15,27,3,1,0,0,1,0,1
2026970,1,2,15,23,25,28,14,0,0,0,0,1,1
2026971,2,10,15,16,22,33,11,1,1,1,0,1,1
2026972,4,13,18,22,24,26,14,0,1,1,1,1,1
2026973,4,5,13,14,28,31,10,1,0,1,0,0,0
2026974,1,11,14,19,23,31,8,0,0,1,1,0,0
2026975,3,7,9,12,14,30,15,1,1,0,0,1,0
2026976,4,8,10,22,28,33,7,0,1,0,1,1,0
2026977,1,4,13,21,26,27,9,1,0,0,0,0,1
2026978,5,6,10,14,19,31,7,0,0,0,1,0,1
2026979,7,9,12,25,27,29,10,1,1,1,1,0,1
2026980,6,8,13,15,16,31,13,0,1,1,0,1,1
2026981,14,24,25,29,31,32,2,1,0,1,1,1,1
2026982,9,10,14,20,26,28,6,0,0,1,0,0,0
2026983,3,14,18,26,29,33,16,1,1,0,1,0,0
2026984,4,15,17,18,21,22,1,0,1,0,0,1,0
2026985,6,7,19,20,31,32,6,1,0,0,1,1,0
2026986,2,6,10,12,20,29,8,0,0,0,0,0,1
2026987,3,9,20,25,29,31,16,1,1,1,0,0,1
2026988,9,11,12,14,15,25,11,0,1,1,1,0,1
2026989,9,13,15,19,25,31,1,1,0,1,0,1,1
2026990,10,11,18,23,25,28,12,0,0,1,1,1,1
2026991,5,14,15,25,27,32,2,1,1,0,0,0,0
2026992,6,7,14,17,18,30,9,0,1,0,1,0,0
2026993,1,5,11,20,31,32,8,1,0,0,0,1,0
2026994,11,16,21,22,29,33,9,0,0,0,1,1,0
2026995,6,8,9,12,13,24,11,1,1,1,1,1,0
2026996,2,3,8,16,19,25,3,0,1,1,0,0,1
2026997,2,10,16,17,28,32,14,1,0,1,1,0,1
2026998,7,8,15,17,19,29,9,0,0,1,0,1,1
2026999,2,13,14,15,18,24,13,1,1,0,1,1,1
2027000,6,12,21,27,28,29,14,0,1,0,0,0,0
2027001,5,15,17,22,27,28,13,1,0,0,1,0,0
2027002,15,18,26,29,30,32,3,0,0,0,0,1,0
2027003,3,17,20,23,24,29,12,1,1,1,0,1,0
2027004,3,4,5,15,16,23,6,0,1,1,1,1,0
2027005,1,8,10,11,17,25,2,1,0,1,0,0,1
2027006,1,8,10,12,25,30,14,0,0,1,1,0,1
2027007,2,3,8,11,28,29,8,1,1,0,0,1,1
2027008,14,17,18,19,29,30,8,0,1,0,1,1,1
2027009,2,13,14,15,16,21,7,1,0,0,0,0,0
2027010,2,4,16,23,26,32,5,0,0,0,1,0,0
2027011,12,14,28,29,31,33,16,1,1,1,1,0,0
2027012,1,6,17,18,20,25,15,0,1,1,0,1,0
2027013,7,11,17,25,28,33,11,1,0,1,1,1,0
2027014,3,7,16,19,25,32,14,0,0,1,0,0,1
2027015,6,14,20,22,23,27,16,1,1,0,1,0,1
2027016,2,11,24,26,28,33,11,0,1,0,0,1,1
2027017,2,5,19,20,27,30,4,1,0,0,1,1,1
2027018,4,9,18,21,28,30,14,0,0,0,0,0,0
2027019,1,5,15,22,24,26,14,1,1,1,0,0,0
2027020,2,6,14,25,26,27,3,0,1,1,1,0,0
2027021,1,11,19,22,26,30,16,1,0,1,0,1,0
2027022,12,13,17,25,27,30,3,0,0,1,1,1,0
2027023,4,5,11,14,18,32,11,1,1,0,0,0,1
2027024,3,14,15,24,31,32,1,0,1,0,1,0,1
2027025,6,9,13,20,28,32,10,1,0,0,0,1,1
2027026,2,7,11,19,23,30,8,0,0,0,1,1,1
2027027,6,10,11,16,22,31,1,1,1,1,1,1,1
2027028,8,12,19,20,25,32,14,0,1,1,0,0,0
2027029,2,3,6,13,20,29,11,1,0,1,1,0,0
2027030,1,9,12,13,20,29,6,0,0,1,0,1,0
2027031,15,17,18,24,30,33,9,1,1,0,1,1,0
2027032,4,5,16,23,26,28,3,0,1,0,0,0,1
2027033,8,14,16,17,28,30,1,1,0,0,1,0,1
2027034,9,21,22,25,31,33,8,0,0,0,0,1,1
2027035,8,17,19,21,22,29,2,1,1,1,0,1,1
2027036,7,9,21,25,28,32,5,0,1,1,1,1,1
2027037,1,6,7,11,15,33,2,1,0,1,0,0,0
2027038,2,5,8,20,30,31,14,0,0,1,1,0,0
2027039,2,3,7,15,20,29,1,1,1,0,0,1,0
2027040,3,17,21,28,29,33,3,0,1,0,1,1,0
2027041,5,6,11,13,17,30,14,1,0,0,0,0,1
2027042,10,12,17,19,27,31,11,0,0,0,1,0,1
2027043,2,5,15,17,29,33,11,1,1,1,1,0,1
2027044,3,9,12,21,29,30,14,0,1,1,0,1,1
2027045,1,4,19,22,28,30,13,1,0,1,1,1,1
2027046,8,11,13,16,26,29,5,0,0,1,0,0,0
2027047,1,3,5,17,27,33,8,1,1,0,1,0,0
2027048,2,8,21,25,26,30,6,0,1,0,0,1,0
2027049,9,13,22,27,29,30,9,1,0,0,1,1,0
2027050,11,13,14,18,20,26,6,0,0,0,0,0,1
2027051,16,17,22,27,32,33,1,1,1,1,0,0,1
2027052,1,6,10,12,24,30,5,0,1,1,1,0,1
2027053,7,11,12,20,22,29,14,1,0,1,0,1,1
2027054,2,5,6,8,30,31,15,0,0,1,1,1,1
2027055,1,6,9,16,18,24,15,1,1,0,0,0,0
2027056,4,8,13,20,21,26,15,0,1,0,1,0,0
2027057,1,8,9,10,25,30,13,1,0,0,0,1,0
2027058,9,21,23,25,28,29,10,0,0,0,1,1,0
2027059,3,8,12,23,25,32,14,1,1,1,1,1,0
2027060,6,15,17,18,23,27,12,0,1,1,0,0,1
2027061,2,8,13,18,27,28,9,1,0,1,1,0,1
2027062,4,10,12,23,28,33,15,0,0,1,0,1,1
2027063,9,12,16,17,23,32,13,1,1,0,1,1,1
2027064,5,7,8,10,14,27,2,0,1,0,0,0,0
2027065,15,20,25,26,32,33,14,1,0,0,1,0,0
2027066,5,10,12,19,32,33,16,0,0,0,0,1,0
2027067,2,6,9,12,24,32,13,1,1,1,0,1,0
2027068,11,12,14,19,20,31,5,0,1,1,1,1,0
2027069,1,3,13,14,15,25,14,1,0,1,0,0,1
2027070,12,13,20,29,32,33,5,0,0,1,1,0,1
2027071,11,14,16,18,24,25,16,1,1,0,0,1,1
2027072,15,16,20,23,26,30,6,0,1,0,1,1,1
2027073,1,4,8,10,24,28,9,1,0,0,0,0,0
2027074,4,9,12,17,26,28,8,0,0,0,1,0,0
2027075,7,17,20,21,24,33,7,1,1,1,1,0,0
2027076,1,5,6,10,13,29,1,0,1,1,0,1,0
2027077,2,5,10,19,21,22,15,1,0,1,1,1,0
2027078,10,20,24,26,27,29,3,0,0,1,0,0,1
2027079,2,10,15,20,28,31,3,1,1,0,1,0,1
2027080,1,4,7,14,17,20,16,0,1,0,0,1,1
2027081,10,18,21,27,29,33,16,1,0,0,1,1,1
2027082,3,9,14,18,19,20,11,0,0,0,0,0,0
2027083,6,20,22,24,25,26,5,1,1,1,0,0,0
2027084,1,11,19,20,21,23,5,0,1,1,1,0,0
2027085,4,8,11,12,27,31,1,1,0,1,0,1,0
2027086,4,14,20,26,28,32,9,0,0,1,1,1,0
2027087,9,19,25,26,27,30,2,1,1,0,0,0,1
2027088,1,5,18,24,26,29,3,0,1,0,1,0,1
2027089,1,8,15,21,24,31,14,1,0,0,0,1,1
2027090,7,14,17,19,27,30,11,0,0,0,1,1,1
2027091,10,21,24,25,31,33,10,1,1,1,1,1,1
2027092,1,8,10,16,20,26,9,0,1,1,0,0,0
2027093,3,8,11,22,32,33,7,1,0,1,1,0,0
2027094,1,4,13,21,28,31,2,0,0,1,0,1,0
2027095,6,7,16,21,32,33,3,1,1,0,1,1,0
2027096,2,3,8,14,23,32,6,0,1,0,0,0,1
2027097,3,10,11,20,23,27,3,1,0,0,1,0,1
2027098,2,7,13,15,31,32,7,0,0,0,0,1,1
2027099,10,12,20,26,28,30,9,1,1,1,0,1,1
2027100,1,18,19,20,25,29,9,0,1,1,1,1,1
2027101,1,15,18,24,28,32,14,1,0,1,0,0,0
2027102,1,3,9,11,15,29,16,0,0,1,1,0,0
2027103,3,20,21,25,27,30,3,1,1,0,0,1,0
2027104,3,18,23,28,30,31,12,0,1,0,1,1,0
2027105,6,8,22,23,31,33,12,1,0,0,0,0,1
2027106,6,7,9,12,13,18,2,0,0,0,1,0,1
2027107,1,5,12,17,23,29,3,1,1,1,1,0,1
2027108,7,9,15,21,27,29,9,0,1,1,0,1,1
2027109,4,8,20,22,24,26,13,1,0,1,1,1,1
2027110,1,2,4,16,27,32,10,0,0,1,0,0,0
2027111,1,16,26,27,29,33,10,1,1,0,1,0,0
2027112,1,4,9,18,20,21,8,0,1,0,0,1,0
2027113,1,3,10,12,18,26,7,1,0,0,1,1,0
2027114,6,24,25,26,31,33,2,0,0,0,0,0,1
2027115,16,18,24,27,29,30,13,1,1,1,0,0,1
2027116,2,15,18,22,29,33,1,0,1,1,1,0,1
2027117,6,10,11,20,23,26,11,1,0,1,0,1,1
2027118,6,10,14,23,25,30,7,0,0,1,1,1,1
2027119,5,11,14,16,24,33,7,1,1,0,0,0,0
2027120,4,9,10,13,15,20,1,0,1,0,1,0,0
2027121,4,14,25,27,31,33,16,1,0,0,0,1,0
2027122,2,3,6,20,31,32,4,0,0,0,1,1,0
2027123,3,6,8,19,28,29,7,1,1,1,1,1,0
2027124,4,10,11,13,25,30,9,0,1,1,0,0,1
2027125,4,6,11,13,22,26,8,1,0,1,1,0,1
2027126,4,8,12,13,20,21,2,0,0,1,0,1,1
2027127,6,19,22,26,30,32,5,1,1,0,1,1,1
2027128,2,8,16,20,21,29,1,0,1,0,0,0,0
2027129,9,12,23,31,32,33,9,1,0,0,1,0,0
2027130,2,19,23,24,26,31,5,0,0,0,0,1,0
2027131,3,6,10,13,15,25,13,1,1,1,0,1,0
2027132,5,8,9,19,22,24,14,0,1,1,1,1,0
2027133,5,14,25,28,31,32,6,1,0,1,0,0,1
2027134,13,16,19,21,23,25,1,0,0,1,1,0,1
2027135,1,5,13,15,24,33,3,1,1,0,0,1,1
2027136,2,5,12,16,20,27,15,0,1,0,1,1,1
2027137,1,13,14,17,30,31,2,1,0,0,0,0,0
2027138,2,4,8,13,22,31,13,0,0,0,1,0,0
2027139,1,2,12,16,27,28,5,1,1,1,1,0,0
2027140,1,6,9,20,27,28,4,0,1,1,0,1,0
2027141,1,2,4,14,19,31,6,1,0,1,1,1,0
2027142,1,4,5,12,16,21,5,0,0,1,0,0,1
2027143,2,6,7,11,17,23,15,1,1,0,1,0,1
2027144,8,12,20,23,24,30,4,0,1,0,0,1,1
2027145,2,12,20,23,26,31,14,1,0,0,1,1,1
2027146,3,9,12,15,27,28,16,0,0,0,0,0,0
2027147,9,19,21,26,31,32,5,1,1,1,0,0,0
2027148,3,10,18,20,21,24,10,0,1,1,1,0,0
2027149,3,4,8,17,19,22,1,1,0,1,0,1,0
2027150,8,12,17,21,25,31,7,0,0,1,1,1,0
2027151,11,13,19,25,29,33,6,1,1,0,0,0,1
2027152,4,5,11,16,20,24,16,0,1,0,1,0,1
2027153,1,4,13,14,21,23,8,1,0,0,0,1,1
2027154,5,7,14,26,27,33,10,0,0,0,1,1,1
2027155,1,2,10,15,28,31,5,1,1,1,1,1,1
2027156,1,5,7,12,26,27,3,0,1,1,0,0,0
2027157,1,3,7,12,24,33,1,1,0,1,1,0,0
2027158,5,8,21,22,24,29,3,0,0,1,0,1,0
2027159,4,11,14,26,28,32,2,1,1,0,1,1,0
2027160,2,5,12,19,23,29,6,0,1,0,0,0,1
2027161,3,7,8,17,19,20,11,1,0,0,1,0,1
2027162,2,9,19,20,23,29,13,0,0,0,0,1,1
2027163,4,7,17,22,24,26,11,1,1,1,0,1,1
2027164,4,11,15,24,30,32,3,0,1,1,1,1,1
2027165,10,24,26,28,31,32,13,1,0,1,0,0,0
2027166,4,11,13,14,28,29,8,0,0,1,1,0,0
2027167,9,13,16,20,21,23,15,1,1,0,0,1,0
2027168,1,2,12,15,22,26,6,0,1,0,1,1,0
2027169,16,24,26,28,31,33,3,1,0,0,0,0,1
2027170,1,16,17,21,26,28,4,0,0,0,1,0,1
2027171,1,11,12,14,20,33,16,1,1,1,1,0,1
2027172,5,7,14,16,27,28,16,0,1,1,0,1,1
2027173,7,9,13,14,19,28,10,1,0,1,1,1,1
2027174,3,5,6,17,18,28,11,0,0,1,0,0,0
2027175,11,13,15,16,26,27,13,1,1,0,1,0,0
2027176,6,8,12,15,16,17,6,0,1,0,0,1,0
2027177,2,5,15,21,22,30,8,1,0,0,1,1,0
2027178,2,4,9,12,19,23,1,0,0,0,0,0,1
2027179,5,7,8,20,25,28,6,1,1,1,0,0,1
2027180,5,7,10,16,18,19,3,0,1,1,1,0,1
2027181,1,10,11,16,22,26,11,1,0,1,0,1,1
2027182,6,9,11,22,23,27,5,0,0,1,1,1,1
2027183,4,11,15,25,30,31,14,1,1,0,0,0,0
2027184,1,4,5,8,13,18,1,0,1,0,1,0,0
2027185,5,7,8,19,22,26,6,1,0,0,0,1,0
2027186,5,10,15,16,28,30,15,0,0,0,1,1,0
2027187,3,7,14,24,30,32,2,1,1,1,1,1,0
2027188,10,16,24,26,30,33,1,0,1,1,0,0,1
2027189,1,2,7,12,18,29,8,1,0,1,1,0,1
2027190,3,6,11,20,25,31,10,0,0,1,0,1,1
2027191,2,3,9,19,24,27,16,1,1,0,1,1,1
2027192,4,5,9,16,20,29,1,0,1,0,0,0,0
2027193,12,17,25,26,28,31,6,1,0,0,1,0,0
2027194,5,12,14,19,28,30,1,0,0,0,0,1,0
2027195,1,2,8,11,27,28,13,1,1,1,0,1,0
2027196,13,21,23,26,28,29,13,0,1,1,1,1,0
2027197,3,10,17,19,24,27,15,1,0,1,0,0,1
2027198,16,18,19,20,21,32,7,0,0,1,1,0,1
2027199,7,14,19,23,25,31,16,1,1,0,0,1,1
2027200,5,9,17,18,20,23,14,0,1,0,1,1,1
2027201,1,3,11,21,27,28,10,1,0,0,0,0,0
2027202,10,14,25,27,28,33,14,0,0,0,1,0,0
2027203,5,8,14,19,24,31,9,1,1,1,1,0,0
2027204,4,5,6,7,23,25,3,0,1,1,0,1,0
2027205,7,10,11,18,20,22,8,1,0,1,1,1,0
2027206,1,2,3,6,17,23,15,0,0,1,0,0,1
2027207,5,7,11,27,28,30,10,1,1,0,1,0,1
2027208,6,20,21,27,29,32,6,0,1,0,0,1,1
2027209,15,17,22,23,24,26,16,1,0,0,1,1,1
2027210,5,7,10,15,30,33,16,0,0,0,0,0,0
2027211,4,10,18,22,28,32,3,1,1,1,0,0,0
2027212,3,4,13,23,24,25,7,0,1,1,1,0,0
2027213,10,13,15,17,24,32,9,1,0,1,0,1,0
2027214,2,11,17,22,25,26,14,0,0,1,1,1,0
2027215,13,18,19,25,26,29,7,1,1,0,0,0,1
2027216,1,15,16,20,28,31,5,0,1,0,1,0,1
2027217,2,4,13,26,27,32,2,1,0,0,0,1,1
2027218,3,5,10,13,27,30,1,0,0,0,1,1,1
2027219,7,11,12,27,29,31,15,1,1,1,1,1,1
2027220,9,11,16,27,31,33,13,0,1,1,0,0,0
2027221,12,16,21,25,31,33,12,1,0,1,1,0,0
2027222,7,9,12,14,16,31,1,0,0,1,0,1,0
2027223,1,4,11,13,15,17,14,1,1,0,1,1,0
2027224,2,3,9,12,19,22,14,0,1,0,0,0,1
2027225,4,5,9,11,23,25,6,1,0,0,1,0,1
2027226,3,9,17,20,25,33,16,0,0,0,0,1,1
2027227,1,5,19,26,27,28,7,1,1,1,0,1,1
2027228,1,13,14,18,27,30,8,0,1,1,1,1,1
2027229,2,3,21,24,28,31,15,1,0,1,0,0,0
2027230,2,7,14,16,20,33,10,0,0,1,1,0,0
2027231,7,10,17,18,21,30,14,1,1,0,0,1,0
2027232,2,4,11,12,23,26,2,0,1,0,1,1,0
2027233,2,9,15,20,25,28,3,1,0,0,0,0,1
2027234,1,14,18,19,22,30,14,0,0,0,1,0,1
2027235,5,16,20,28,29,31,16,1,1,1,1,0,1
2027236,5,9,11,18,32,33,4,0,1,1,0,1,1
2027237,9,13,14,17,20,24,1,1,0,1,1,1,1
2027238,2,7,15,20,21,30,12,0,0,1,0,0,0
2027239,1,10,17,19,25,32,11,1,1,0,1,0,0
2027240,1,9,15,19,22,32,11,0,1,0,0,1,0
2027241,1,3,6,9,14,22,9,1,0,0,1,1,0
2027242,10,18,21,26,28,30,2,0,0,0,0,0,1
2027243,6,12,15,17,20,30,5,1,1,1,0,0,1
2027244,1,18,20,22,27,28,15,0,1,1,1,0,1
2027245,2,4,5,8,13,20,15,1,0,1,0,1,1
2027246,10,14,15,18,30,31,12,0,0,1,1,1,1
2027247,3,8,10,17,22,24,14,1,1,0,0,0,0
2027248,1,7,11,17,18,29,5,0,1,0,1,0,0
2027249,9,17,21,23,26,32,4,1,0,0,0,1,0
2027250,8,11,21,25,27,31,6,0,0,0,1,1,0
2027251,2,12,21,24,28,31,13,1,1,1,1,1,0
2027252,11,14,15,16,18,27,10,0,1,1,0,0,1
2027253,7,14,15,23,28,32,1,1,0,1,1,0,1
2027254,6,7,19,25,26,27,3,0,0,1,0,1,1
2027255,6,17,24,26,29,31,3,1,1,0,1,1,1
2027256,5,10,13,25,30,32,12,0,1,0,0,0,0
2027257,14,18,19,20,22,32,1,1,0,0,1,0,0
2027258,5,8,10,15,24,27,5,0,0,0,0,1,0
2027259,4,15,17,20,31,33,1,1,1,1,0,1,0
2027260,8,10,11,16,22,27,2,0,1,1,1,1,0
2027261,3,9,11,27,28,32,15,1,0,1,0,0,1
2027262,4,15,18,19,26,30,11,0,0,1,1,0,1
2027263,5,14,15,17,21,26,16,1,1,0,0,1,1
2027264,3,7,17,19,21,33,2,0,1,0,1,1,1
2027265,3,12,14,15,17,29,3,1,0,0,0,0,0
2027266,2,18,19,20,21,32,10,0,0,0,1,0,0
2027267,6,13,18,24,25,27,7,1,1,1,1,0,0
2027268,14,15,17,18,32,33,7,0,1,1,0,1,0
2027269,1,2,10,16,22,31,13,1,0,1,1,1,0
2027270,6,8,10,13,19,22,4,0,0,1,0,0,1
2027271,8,12,21,22,26,30,1,1,1,0,1,0,1
2027272,6,18,22,26,29,31,4,0,1,0,0,1,1
2027273,10,21,25,26,28,32,4,1,0,0,1,1,1
2027274,1,9,21,26,27,33,16,0,0,0,0,0,0
2027275,1,13,23,25,26,28,2,1,1,1,0,0,0
2027276,4,5,8,15,19,33,16,0,1,1,1,0,0
2027277,8,10,13,18,20,33,8,1,0,1,0,1,0
2027278,10,15,18,20,22,28,2,0,0,1,1,1,0
2027279,2,11,14,16,21,33,15,1,1,0,0,0,1
2027280,17,24,26,27,28,33,8,0,1,0,1,0,1
2027281,1,12,13,15,22,23,16,1,0,0,0,1,1
2027282,4,6,16,24,25,29,7,0,0,0,1,1,1
2027283,2,7,11,21,31,32,11,1,1,1,1,1,1
2027284,3,5,12,21,29,32,16,0,1,1,0,0,0
2027285,9,15,18,23,27,29,2,1,0,1,1,0,0
2027286,4,7,17,18,20,24,3,0,0,1,0,1,0
2027287,2,5,10,16,20,29,4,1,1,0,1,1,0
2027288,10,11,15,21,26,28,2,0,1,0,0,0,1
2027289,4,11,13,15,18,26,13,1,0,0,1,0,1
2027290,3,5,15,19,21,28,15,0,0,0,0,1,1
2027291,4,5,8,28,29,33,10,1,1,1,0,1,1
2027292,9,10,14,17,18,23,14,0,1,1,1,1,1
2027293,1,8,19,25,30,31,14,1,0,1,0,0,0
2027294,1,3,14,20,27,28,7,0,0,1,1,0,0
2027295,7,9,16,21,25,31,7,1,1,0,0,1,0
2027296,8,12,15,16,19,23,6,0,1,0,1,1,0
2027297,4,8,10,13,17,29,7,1,0,0,0,0,1
2027298,3,9,11,19,27,33,12,0,0,0,1,0,1
2027299,6,8,11,20,27,30,10,1,1,1,1,0,1
2027300,3,6,12,24,25,28,12,0,1,1,0,1,1
2027301,13,14,16,17,19,26,1,1,0,1,1,1,1
2027302,10,13,14,26,30,31,16,0,0,1,0,0,0
2027303,4,6,12,17,24,25,12,1,1,0,1,0,0
2027304,6,9,16,19,21,30,4,0,1,0,0,1,0
2027305,1,5,11,15,28,30,6,1,0,0,1,1,0
2027306,4,5,11,13,17,22,3,0,0,0,0,0,1
2027307,7,8,10,19,25,26,9,1,1,1,0,0,1
2027308,2,23,25,29,31,33,9,0,1,1,1,0,1
2027309,1,10,14,15,26,32,5,1,0,1,0,1,1
2027310,8,9,10,21,22,26,7,0,0,1,1,1,1
2027311,2,10,12,14,21,28,1,1,1,0,0,0,0
2027312,4,7,12,18,25,29,14,0,1,0,1,0,0
2027313,4,15,20,24,25,29,13,1,0,0,0,1,0
2027314,1,3,5,14,27,33,11,0,0,0,1,1,0
2027315,2,6,9,16,26,33,5,1,1,1,1,1,0
2027316,8,9,22,23,32,33,2,0,1,1,0,0,1
2027317,5,14,15,18,24,32,8,1,0,1,1,0,1
2027318,1,12,20,24,27,32,4,0,0,1,0,1,1
2027319,3,5,11,20,29,31,10,1,1,0,1,1,1
2027320,1,4,9,10,18,26,6,0,1,0,0,0,0
2027321,3,12,14,16,25,28,15,1,0,0,1,0,0
2027322,10,12,14,20,26,30,5,0,0,0,0,1,0
2027323,4,8,13,18,25,32,16,1,1,1,0,1,0
2027324,3,7,9,19,25,29,12,0,1,1,1,1,0
2027325,6,12,19,22,25,33,6,1,0,1,0,0,1
2027326,9,13,28,29,32,33,3,0,0,1,1,0,1
2027327,1,3,7,20,26,28,11,1,1,0,0,1,1
2027328,1,11,12,24,26,29,3,0,1,0,1,1,1
2027329,9,10,14,18,22,25,13,1,0,0,0,0,0
2027330,6,8,10,18,30,31,1,0,0,0,1,0,0
2027331,3,8,20,25,30,31,9,1,1,1,1,0,0
2027332,13,18,23,24,30,33,3,0,1,1,0,1,0
2027333,7,10,19,24,27,31,5,1,0,1,1,1,0
2027334,4,6,9,23,26,33,15,0,0,1,0,0,1
2027335,3,5,7,21,28,30,1,1,1,0,1,0,1
2027336,1,8,10,11,19,33,15,0,1,0,0,1,1
2027337,4,7,14,17,28,32,2,1,0,0,1,1,1
2027338,2,4,23,24,32,33,16,0,0,0,0,0,0
2027339,3,6,7,10,16,19,11,1,1,1,0,0,0
2027340,5,6,8,9,14,16,14,0,1,1,1,0,0
2027341,1,7,11,16,26,31,3,1,0,1,0,1,0
2027342,2,7,13,20,22,30,11,0,0,1,1,1,0
2027343,5,11,15,20,25,28,2,1,1,0,0,0,1
2027344,1,5,14,27,28,33,7,0,1,0,1,0,1
2027345,5,6,9,12,16,23,7,1,0,0,0,1,1
2027346,1,2,6,7,26,31,2,0,0,0,1,1,1
2027347,11,12,21,23,28,32,11,1,1,1,1,1,1
2027348,2,5,6,21,27,30,10,0,1,1,0,0,0
2027349,1,5,7,10,26,33,13,1,0,1,1,0,0
2027350,2,3,4,11,27,31,9,0,0,1,0,1,0
2027351,1,4,10,13,21,28,14,1,1,0,1,1,0
2027352,5,14,16,17,24,28,5,0,1,0,0,0,1
2027353,2,9,11,30,32,33,8,1,0,0,1,0,1
2027354,2,6,9,12,22,32,13,0,0,0,0,1,1
2027355,2,4,9,20,22,24,2,1,1,1,0,1,1
2027356,5,7,8,9,18,25,10,0,1,1,1,1,1
2027357,4,7,8,14,15,19,6,1,0,1,0,0,0
2027358,4,12,13,17,24,26,7,0,0,1,1,0,0
2027359,9,11,16,20,24,33,14,1,1,0,0,1,0
2027360,5,6,7,10,19,22,13,0,1,0,1,1,0
2027361,14,15,20,26,32,33,1,1,0,0,0,0,1
2027362,12,14,17,19,29,32,7,0,0,0,1,0,1
2027363,2,12,18,24,26,31,12,1,1,1,1,0,1
2027364,15,16,21,22,25,28,16,0,1,1,0,1,1
2027365,16,18,19,21,22,32,12,1,0,1,1,1,1
2027366,8,12,13,27,31,33,3,0,0,1,0,0,0
2027367,12,13,22,27,31,32,11,1,1,0,1,0,0
2027368,5,13,16,18,25,29,6,0,1,0,0,1,0
